id,study_code,exp1,exp2,exp3,exp4,exp5,dob,dot1,dot2,dot3,female,dad,train,Baseline_Proportion_Gaze_to_Singer,Familiarization_Gaze_to_Familiar,Familiarization_Gaze_to_Unfamiliar,Test_Proportion_Gaze_to_Singer,Difference_in_Proportion_Looking,Estimated_Total_Number_of_Song,totskypesing,stim,othersing,comply_no,module,skype_before,ammat,ammar,ammatot,ammapr,ipad_num,famtot_6,unfamtot_6,totprac,totw,totnw,age,length,delay,mtotsing,mbabylike,msingcomf,mtotrecord,m_othersong,pright,diarymissing,comply_fup,survey_completion,smsingrate,smtalkrate,gzsingrate,gztalkrate,famtot,unfamtot,totsing1,babylike1,singcomf1,totrecord1,othersong1,dtword1,dtnoword1,totsing2,babylike2,singcomf2,totrecord2,othersong2,dtword2,dtnoword2,totsing3,babylike3,singcomf3,totrecord3,othersong3,dtword3,dtnoword3,totsing4,babylike4,singcomf4,totrecord4,othersong4,dtword4,dtnoword4,totsing5,babylike5,singcomf5,totrecord5,othersong5,dtword5,dtnoword5,totsing6,babylike6,singcomf6,totrecord6,othersong6,dtword6,dtnoword6,totsing7,babylike7,singcomf7,totrecord7,othersong7,dtword7,dtnoword7,totsing8,babylike8,singcomf8,totrecord8,othersong8,dtword8,dtnoword8,totsing9,babylike9,singcomf9,totrecord9,othersong9,dtword9,dtnoword9,totsing10,babylike10,singcomf10,totrecord10,othersong10,dtword10,dtnoword10,totsing11,babylike11,singcomf11,totrecord11,othersong11,dtword11,dtnoword11,totsing12,babylike12,singcomf12,totrecord12,othersong12,dtword12,dtnoword12,totsing13,babylike13,singcomf13,totrecord13,othersong13,dtword13,dtnoword13,totsing14,babylike14,singcomf14,totrecord14,othersong14,dtword14,dtnoword14,filter_$
315,"""LAS""",0,0,1, ,1,14-Jan-14,17-Jul-14,29-Jul-14,03-Jun-15,1,0,2,0.0930233,675,671,0.0581162,-0.034907,53.33334,59,"""C2""", ,0,"""""",0, , , , ,8, , , , , ,6.439425,12,10.5462,4.444445,3.666667, ,18.57143,4.111111, ,3,1,0.75,0.0943555,0.0364855,0.4057849,0.3361132,861,712,3,4, ,15,5, , ,1,4, ,15,5, , ,6,4, ,25,10, , ,6,4, ,30,5, , ,4,2, ,15,3, , ,4,3, ,15,4, , ,5,4, , ,0, , ,5,4, , ,5, , ,6,4, ,15,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
316,"""LAS""",0,0,1, , ,14-Feb-14,29-Jul-14,05-Aug-14, ,0,0,1,0.67713,490,551,0.6810126,0.0038826,26,26,"""C4""", ,0,"""""",1, , , , ,3, , , , , ,5.650924,7, ,3.714286,3.285714, ,9,3.714286, ,0,1,1,0.0215012,0.0207856,0.3846755,0.4121113, , ,5,4, ,10,4, , ,6,3, ,5,2, , ,6,4, ,10,4, , ,2,4, ,10,6, , ,3,4, ,10,5, , ,0,1, ,12,3, , ,4,3, ,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
317,"""LAS""",0,0,1, , ,04-Mar-14,30-Jul-14,07-Aug-14, ,0,0,2,0.7567011,656,674,0.6759657,-0.0807354,44,41,"""C5""", ,0,"""""",1, , , , ,8, , , , , ,5.125257,8, ,5.5,3.5, ,2.625,8.375, ,0,1,1,0.1804575,0.0363663,0.4456368,0.4846371, , ,6,4, ,10,6, , ,6,3, ,0,9, , ,5,3, ,5,10, , ,3,4, ,2,6, , ,6,4, ,2,12, , ,6,3, ,2,8, , ,6,3, ,0,8, , ,6,4, ,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
318,"""LAS""",0,0,1, , ,03-Nov-13,30-Apr-14,09-May-14, ,0,0,2,0.3895487,264,350,0.375817,-0.0137317,53,78,"""C3""", ,0,"""""",1, , , , ,1, , , , , ,6.143737,9, ,5.888889,2, ,2.625,1.666667, ,0,1,1,0.1778048,0.1208639,0.7156743,0.6233406, , ,5,2, ,3,1, , ,3,2, ,6,5, , ,3,2, ,1,0, , ,5,2, , ,0, , ,6,2, ,1,0, , ,8,2, ,3,1, , ,8,2, ,2,2, , ,8,2, ,3,5, , ,7,2, ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
319,"""LAS""",0,0,1, ,1,08-Feb-14,31-Jul-14,09-Aug-14,17-Apr-15,0,0,2,0.5762195,694,553,0.0880503,-0.4881692,25.2,29,"""C6""", ,0,"""""", , , , , ,7, , , , , ,5.979466,9,8.542094,2.8,4.8, ,2.5,2.6, ,4,1,0.5555556,0.0087294,0,0.2870999,0.3284069,917,1000,2,5, ,1,4, , ,3,5, ,5,5, , ,2,4, , ,0, , ,4,5, ,2,2, , ,3,5, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
320,"""LAS""",0,0,1, , ,06-Feb-14,31-Jul-14,07-Aug-14, ,1,0,1,0.528436,416,619,0.2123142,-0.3161218,29.75,25,"""C7""", ,0,"""""",0, , , , ,6, , , , , ,5.979466,7, ,4.25,2.5, ,9,5.75, ,3,1,0.5714286,0.0129416,0.0093163,0.679958,0.618174, , ,4,4, ,5,5, , ,5,2, , ,0, , ,4,2, ,10,10, , ,4,2, ,12,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
321,"""LAS""",0,0,1, ,1,28-Feb-14,02-Aug-14,09-Aug-14,02-Dec-14,0,1,2,0.4987593,558,691,0.3255269,-0.1732324,35,25,"""C8""", ,0,"""""",0, , , , ,2, , , , , ,5.322382,7,4.008214,5,4, ,2.571429,8.714286, ,0,0,1,0.0183838,0.0143488,0.8391421,0.6556292,1001,985,10,3, ,0,6, , ,5,4, ,7,7, , ,5,4, ,1,12, , ,5,4, ,0,10, , ,0, , ,3,6, , ,5,4, ,2,10, , ,5,5, ,5,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
322,"""LAS""",0,0,1, ,1,02-Mar-14,02-Aug-14,09-Aug-14,25-Apr-15,0,0,1,0.1736527,565,365,0.0927835,-0.0808692,43.16666,37,"""C1""", ,0,"""""",1, , , , ,5, , , , , ,5.256673,7,8.73922,6.166667,5, ,13,8.5, ,1,1,0.8571429,0.4555556,0.0634781,0.8682539,0.6504315,943,865,5,5, ,30,15, , ,8,5, ,10,5, , ,6,5, ,10,8, , ,6,5, ,8,5, , ,5,5, ,15,10, , ,7,5, ,5,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
323,"""LAS""",0,0,1, ,1,23-Mar-14,04-Sep-14,11-Sep-14,04-Dec-14,0,0,1,0.3853503,465,212,0.5707317,0.1853814,28,31,"""C3""", ,0,"""""",1, , , , ,8, , , , , ,5.650924,7,2.989733,4,3.714286, ,2.285714,2.428571, ,0,1,1,0.0174658,0.0012263,0.6825342,0.6264892,880,928,4,4, ,0,2, , ,4,3, ,5,2, , ,4,3, ,1,2, , ,4,4, ,5,4, , ,4,4, ,2,2, , ,4,4, ,0,3, , ,4,4, ,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
324,"""LAS""",0,0,1, , ,01-May-14,27-Sep-14,04-Oct-14, ,1,1,2,0.4419889,623,622,0.3538083,-0.0881806,33.83334,26,"""C4""", ,1,"""""", , , , , ,3, , , , , ,5.125257,7, ,4.833333,4, ,15,3.166667, ,1,1,0.8571429,0.0634807,0.0652316,0.8412982,0.6829746, , ,6,4, ,32,2, , ,4,4, ,15,4, , ,4,4, ,10,4, , ,4,4, ,15,3, , ,5,4, ,16,2, , ,6,4, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
325,"""LAS""",0,0,1, ,1,22-May-14,15-Oct-14,22-Oct-14,14-Jan-15,0,0,1,0.41,691,270,0.5,0.09,33,33,"""C2""", ,0,"""""", , , , , ,3, , , , , ,5.026694,7,2.989733,4.714286,3.857143, ,10.71429,23.71428, ,0,0,1,0.0730885,0.0017144,0.7181409,0.5636894,977,695,3,4, ,10,6, , ,5,4, ,10,30, , ,5,4, ,10,30, , ,5,4, ,5,20, , ,5,3, ,5,20, , ,5,4, ,15,30, , ,5,4, ,20,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
326,"""LAS""",0,0,1, ,1,07-Jun-14,31-Oct-14,07-Nov-14,02-Apr-15,0,0,2,0.5978495,674,626,0.817372,0.2195225,25,28,"""C5""", , ,"""""", , , , , ,3, , , , , ,5.026694,7,5.026694,3.571429,3.571429, ,8,6.714286, ,0,1,1,0.1831818,0.1322,0.7236364,0.5152665,933,829,3,3, ,6,8, , ,3,3, ,10,5, , ,5,3, ,20,5, , ,3,4, ,3,10, , ,3,4, ,2,5, , ,3,4, ,10,8, , ,5,4, ,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
327,"""LAS""",0,0,1, , ,13-Nov-13,13-May-14,23-May-14, ,0,0,1,0.4834711,400,702,0.4623116,-0.0211595,72.22222,65,"""C4""", ,0,"""""",1, , , , ,3, , , , , ,6.275154,10, ,7.222222,3.888889, ,13.33333,8.666667, ,1,1,0.9,0.1024769,0.0820385,0.7467217,0.7143153, , ,5,4, ,5,4, , ,8,3, ,3,2, , ,8,3, ,7,4, , ,8,4, ,5,3, , ,7,4, ,5,10, , ,7,4, ,30,15, , ,7,4, ,15,5, , ,7,4, ,25,7, , ,8,5, ,25,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
328,"""LAS""",0,0,1, , ,13-Nov-13,15-May-14,23-May-14, ,1,1,2,0.3992674,593,589,0.4628572,0.0635898,66.28571,65,"""C5""", ,0,"""""",1, , , , ,4, , , , , ,6.275154,8, ,8.285714,4.571429, ,8.285714,5, ,1,1,0.875,0.0647795,0.0651485,0.8189076,0.7071287, , ,3,4, ,4,3, , ,6,4, ,5,4, , ,9,4, ,4,5, , ,10,5, ,6,2, , ,10,5, ,12,5, , ,10,5, ,15,8, , ,10,5, ,12,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
329,"""LAS""",0,0,1, ,1,11-Dec-13,23-May-14,30-May-14,02-Dec-14,0,0,1,0.3125,677,676,0.2558824,-0.0566176,45.5,52,"""C6""", ,0,"""""",1, , , , ,4, , , , , ,5.585216,7,6.340862,6.5,3.166667, ,3.6,4.166667, ,1,1,0.8571429,0.0373936,0,0.4844502,0.4635123,940,930,5,3, ,3,5, , ,7,3, ,0,5, , ,8,2, ,0,5, , ,6,4, , ,0, , ,6,3, ,0,6, , ,7,4, ,15,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
330,"""LAS""",0,0,1, ,1,28-Nov-13,27-May-14,07-Jun-14,30-May-15,1,0,2,0.6793349,501,484,0.4908676,-0.1884674,86.9,75,"""C7""", ,0,"""""",1, , , , ,3, , , , , ,6.275154,11,12.09035,7.9,2.777778, ,10.44444,7.1, ,1,1,0.9090909,0.0115552,0.0762679,0.4303845,0.6142083,1090,833,4,3, ,6,5, , ,9,3, ,10,5, , ,8,3, , ,0, , ,10,3, ,20,10, , ,8,2, ,20,10, , ,10,3, ,3,3, , ,10,2, ,0,10, , ,10,3, ,20,5, , ,10,3, ,10,3, , ,0, , ,5,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
331,"""LAS""",0,0,1, ,1,29-Nov-13,27-May-14,03-Jun-14,25-Apr-15,1,0,1,0.4516129,545,651,0.2956522,-0.1559607,57,53,"""C8""", ,0,"""""",1, , , , ,2, , , , , ,6.110883,7,10.94045,8.142858,3.571429, ,30.83333,10.28571, ,0,0,1,0.0830479,0.0869418,0.349101,0.4350484,1015,1062,5,5, , ,0, , ,8,3, ,0,2, , ,8,4, ,20,5, , ,7,4, ,30,10, , ,9,3, ,80,25, , ,10,4, ,30,20, , ,10,2, ,25,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
332,"""LAS""",0,0,1, , ,13-Dec-13,28-May-14,04-Jun-14, ,0,0,1,0.4227273,691,677,0.6629527,0.2402254,49,56,"""C4""", ,0,"""""",1, , , , ,1, , , , , ,5.683778,7, ,7,2.714286, ,2.857143,4.285714, ,0,1,1,0.0530738,0.0333863,0.6706967,0.6228582, , ,6,2, ,0,4, , ,9,3, ,2,2, , ,6,3, ,5,6, , ,6,3, ,4,4, , ,7,2, ,5,5, , ,8,3, ,0,5, , ,7,3, ,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
